Index,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,manicore,-5.8092,-61.3003,83.73,68,100,1.25,BR,1624044457
367,monrovia,6.3005,-10.7969,80.37,81,100,8.23,LR,1624044458
368,vardo,70.3705,31.1107,48.4,87,0,3.44,NO,1624044109
369,zhigansk,66.7697,123.3711,65.05,43,100,4.52,RU,1624044115
370,talaya,61.3833,152.75,55.27,67,100,3.38,RU,1624044137
371,devonport,-41.1667,146.35,47.48,87,8,4.9,AU,1624044459
372,catamarca,-28.4696,-65.7852,47.77,69,81,5.91,AR,1624044459
373,santa cruz,-17.8,-63.1667,54.86,76,90,9.22,BO,1624044387
374,caravelas,-17.7125,-39.2481,74.37,74,43,10.07,BR,1624044459
375,cabedelo,-6.9811,-34.8339,74.07,82,6,16.58,BR,1624044460
376,abu samrah,35.3029,37.1841,73.06,43,0,10.4,SY,1624044460
377,taicheng,38.731,113.228,57.78,35,3,2.98,CN,1624044460
378,djambala,-2.5447,14.7533,75.58,55,35,2.59,CG,1624044461
379,lubumbashi,-11.6609,27.4794,57.81,50,98,2.86,CD,1624044314
380,stornoway,58.2093,-6.3865,52.93,71,20,6.91,GB,1624044461
381,aksu,41.1231,80.2644,71.44,33,38,4.34,CN,1624044461
382,karasjok,69.4719,25.5112,44.71,94,100,8.72,NO,1624043834
383,lawton,34.6087,-98.3903,97.27,37,40,10.36,US,1624044462
384,aromashevo,56.8602,68.6375,47.03,55,7,10.2,RU,1624044462
385,mnogovershinnyy,53.9353,139.9242,44.17,56,93,4.54,RU,1624044463
386,cairns,-16.9167,145.7667,71.55,60,90,10.36,AU,1624044463
387,kismayo,-0.3582,42.5454,77.22,84,92,17.43,SO,1624044463
388,aykhal,66.0,111.5,63.99,44,100,6.06,RU,1624044122
389,natal,-5.795,-35.2094,83.05,61,0,13.8,BR,1624044464
390,durban,-29.8579,31.0292,65.01,83,12,1.99,ZA,1624044316
391,baneh,35.9975,45.8853,72.03,27,0,6.46,IR,1624044464
392,henties bay,-22.116,14.2845,60.76,78,0,5.12,NA,1624044465
393,ulaangom,49.9811,92.0667,62.31,48,0,5.03,MN,1624044465
394,galeana,24.8333,-100.0667,82.31,41,6,10.87,MX,1624044465
395,ponta delgada,37.7333,-25.6667,68.72,64,40,4.61,PT,1624044465
396,bermeo,43.4209,-2.7215,71.91,92,100,7.56,ES,1624044466
397,paamiut,61.994,-49.6678,40.24,76,100,8.95,GL,1624044135
398,sakakah,29.9697,40.2064,87.37,12,0,10.8,SA,1624044466
399,atikokan,48.7555,-91.6216,67.44,51,77,14.12,CA,1624044466
400,ankara,39.9199,32.8543,67.39,54,40,0.0,TR,1624044467
401,menongue,-14.6585,17.691,56.88,36,5,4.99,AO,1624044467
402,severo-kurilsk,50.6789,156.125,42.12,94,85,9.75,RU,1624044467
403,lodwar,3.1191,35.5973,89.08,29,7,5.84,KE,1624044468
404,gogrial,8.5332,28.1004,72.16,78,100,3.71,SS,1624044468
405,tamandare,-8.7597,-35.1047,77.04,80,92,14.07,BR,1624044469
406,saint-augustin,51.226,-58.6502,65.62,57,16,20.49,CA,1624044469
407,gumdag,39.2061,54.5906,89.37,17,6,7.4,TM,1624044469
408,rubtsovsk,51.5,81.25,65.66,71,91,6.29,RU,1624044470
409,qaqortoq,60.7167,-46.0333,55.9,64,100,4.25,GL,1624044104
410,richards bay,-28.783,32.0377,63.21,84,22,4.63,ZA,1624044471
411,falun,60.6036,15.626,75.94,74,100,4.68,SE,1624044127
412,mitsamiouli,-11.3847,43.2844,77.45,67,25,8.16,KM,1624044471
413,chokurdakh,70.6333,147.9167,56.64,46,14,4.32,RU,1624044097
414,ebebiyin,2.1511,11.3353,69.87,97,75,3.06,GQ,1624044472
415,baykit,61.67,96.37,58.69,95,98,2.84,RU,1624044144
416,khilok,51.3674,110.4676,46.99,96,96,3.27,RU,1624044472
417,ranong,9.9658,98.6348,79.68,85,62,5.93,TH,1624044473
418,semme,46.1963,1.5007,73.81,78,100,4.12,FR,1624044473
419,novyy urengoy,66.0833,76.6333,43.48,60,100,13.89,RU,1624044141
420,broome,42.2506,-75.833,79.99,58,1,5.99,US,1624044473
421,khasan,42.4308,130.6434,56.77,98,100,7.4,RU,1624044474
422,pathein,16.7833,94.7333,76.39,92,100,3.78,MM,1624044474
423,panguna,-6.3164,155.4848,67.06,89,42,1.77,PG,1624044474
424,lata,40.1629,-8.3327,63.36,85,81,3.44,PT,1624044475
425,oil city,41.4339,-79.7064,78.15,64,1,19.57,US,1624044475
426,emba,48.8264,58.1442,67.91,35,0,9.75,KZ,1624044475
427,gambela,8.25,34.5833,73.15,90,100,3.74,ET,1624044476
428,russell,32.3502,-85.1999,91.15,46,1,3.44,US,1624044476
429,sai buri,6.7013,101.6168,77.97,86,99,3.69,TH,1624044477
430,san felipe,10.3399,-68.7425,89.51,49,99,4.79,VE,1624044477
431,loukhi,66.0764,33.0381,56.82,96,100,4.79,RU,1624044477
432,egvekinot,66.3167,-179.1667,34.56,95,100,5.55,RU,1624044139
433,santa maria,-29.6842,-53.8069,54.7,76,75,10.36,BR,1624044242
434,bella union,-30.2752,-57.6007,57.65,55,100,8.14,UY,1624044478
435,sao gabriel da cachoeira,-0.1303,-67.0892,85.8,66,75,3.44,BR,1624044478
436,yuncheng,35.0231,110.9928,67.86,62,100,2.08,CN,1624044478
437,mandalgovi,45.7625,106.2708,54.61,52,21,4.68,MN,1624044479
438,porbandar,21.6422,69.6093,84.97,71,48,11.01,IN,1624044479
439,saint-leu,-21.15,55.2833,68.86,93,88,4.25,RE,1624044480
440,khash,28.2211,61.2158,77.99,7,0,10.69,IR,1624044480
441,cartagena,10.3997,-75.5144,78.42,100,75,5.75,CO,1624044481
442,cervo,43.6702,-7.4101,60.96,84,100,9.46,ES,1624044481
443,ugoofaaru,5.6667,73.0,82.85,78,100,15.23,MV,1624044481
444,dumas,35.8656,-101.9732,98.02,17,1,11.5,US,1624043967
445,yagodnoye,62.55,149.6667,59.22,58,39,1.57,RU,1624044143
446,kidodi,-7.6036,37.0044,67.57,74,35,1.86,TZ,1624044482
447,villa constitucion,-33.2278,-60.3297,55.98,47,100,3.11,AR,1624044482
448,grand gaube,-20.0064,57.6608,72.0,75,62,3.0,MU,1624044483
449,santiago del estero,-27.7951,-64.2615,52.59,54,100,6.51,AR,1624044483
450,oyon,-10.6681,-76.7731,55.87,49,96,4.38,PE,1624044190
451,nouakchott,18.0858,-15.9785,78.73,68,0,19.08,MR,1624044483
452,arti,56.4234,58.5328,48.49,60,98,4.32,RU,1624044484
453,buraydah,26.326,43.975,88.25,9,0,10.65,SA,1624044484
454,rio gallegos,-51.6226,-69.2181,32.05,86,0,1.14,AR,1624044304
455,eureka,40.8021,-124.1637,67.12,73,11,8.01,US,1624044228
456,quirinopolis,-18.4483,-50.4517,84.81,24,54,4.34,BR,1624044485
457,ola,59.5833,151.2833,52.92,63,31,3.0,RU,1624044485
458,saint-pierre,-21.3393,55.4781,69.48,75,20,2.3,RE,1624044485
459,bubaque,11.2833,-15.8333,81.09,82,0,14.97,GW,1624044486
460,ostersund,63.1792,14.6357,54.61,66,75,16.11,SE,1624044116
461,garissa,-0.4536,39.6401,77.47,65,100,22.1,KE,1624044486
462,muravlenko,63.7898,74.523,44.29,59,100,18.61,RU,1624044147
463,pangody,65.85,74.4859,42.01,65,100,7.49,RU,1624044487
464,curup,-3.4667,102.5333,67.87,94,100,1.25,ID,1624044487
465,westport,41.1415,-73.3579,86.61,38,1,1.99,US,1624044487
466,camacha,33.0833,-16.3333,65.53,52,20,13.8,PT,1624044488
467,verkhoyansk,67.5447,133.385,68.36,49,85,2.55,RU,1624044488
468,salto,-31.3833,-57.9667,55.56,62,75,8.01,UY,1624044203
469,manakara,-22.1333,48.0167,65.57,88,0,2.95,MG,1624044489
470,savannah bight,16.45,-85.85,91.45,82,100,26.08,HN,1624044489
471,mount pleasant,32.7941,-79.8626,89.74,63,1,1.01,US,1624044489
472,port hardy,50.6996,-127.4199,57.38,72,75,12.66,CA,1624044490
473,am timan,11.0297,20.2827,84.36,48,100,3.69,TD,1624044490
474,sandakan,5.8402,118.1179,74.88,88,20,4.61,MY,1624044491
475,alacranes,22.7675,-81.5675,90.09,39,100,10.6,CU,1624044491
476,solnechnyy,50.7214,136.6319,49.14,95,100,5.37,RU,1624044110
477,kenora,49.8167,-94.4337,64.38,72,90,13.8,CA,1624044491
478,rorvik,64.8621,11.2373,53.58,87,40,12.66,NO,1624044144
479,reinosa,42.9996,-4.138,56.05,99,100,3.74,ES,1624044492
480,naruto,34.1833,134.6167,69.82,94,75,11.5,JP,1624044492
481,shenjiamen,29.9576,122.298,73.85,94,100,3.74,CN,1624044492
482,xichang,27.8964,102.2634,70.66,89,100,0.56,CN,1624044493
483,bonfim,3.0833,-59.95,84.81,63,42,5.3,BR,1624044493
484,asau,46.4333,26.4,63.52,97,68,5.79,RO,1624044493
485,dunda,-8.1167,34.25,62.37,58,27,3.89,TZ,1624044432
486,beloha,-25.1667,45.05,64.17,89,0,5.46,MG,1624044494
487,port lincoln,-34.7333,135.8667,54.25,71,80,11.77,AU,1624044494
488,el monte,34.0686,-118.0276,104.88,57,1,4.61,US,1624044430
489,fuengirola,36.54,-4.6247,76.84,42,20,9.22,ES,1624044495
490,pitea,65.3172,21.4794,60.1,59,100,13.22,SE,1624044495
491,thinadhoo,0.5333,72.9333,83.71,73,28,8.3,MV,1624044495
492,iberia,29.9502,-91.7507,89.67,58,40,14.97,US,1624044496
493,flagstaff,35.1981,-111.6513,95.47,15,1,1.99,US,1624044309
494,mardin,37.3131,40.7436,76.26,18,0,4.61,TR,1624044496
495,guasdualito,7.2424,-70.7324,85.59,66,76,1.92,VE,1624044496
496,vestmannaeyjar,63.4427,-20.2734,47.39,81,75,6.91,IS,1624044497
497,banda aceh,5.5577,95.3222,79.59,80,96,5.75,ID,1624044303
498,zihuatanejo,17.6333,-101.55,82.49,78,90,9.22,MX,1624044497
499,portland,45.5234,-122.6762,77.09,51,20,3.0,US,1624044261
500,xining,36.6167,101.7667,56.05,64,100,2.17,CN,1624044231
501,ruzhyn,49.7228,29.2046,64.71,96,6,8.28,UA,1624044498
502,north bend,43.4065,-124.2243,74.95,73,1,24.16,US,1624044498
503,kamenka,51.3223,42.7678,61.48,85,1,8.97,RU,1624044153
504,troyes,48.3333,4.0833,79.14,60,0,6.91,FR,1624044469
505,kupang,-10.1667,123.5833,74.03,80,100,6.42,ID,1624044499
506,vostok,46.4856,135.8833,53.28,95,100,3.62,RU,1624044499
507,joniskis,56.2403,23.6153,72.52,84,5,6.64,LT,1624044499
508,luau,-10.7073,22.2247,61.52,35,54,5.03,AO,1624044500
509,beringovskiy,63.05,179.3167,44.01,80,38,5.91,RU,1624044500
510,kamaishi,39.2667,141.8833,60.84,92,96,4.88,JP,1624044500
511,tagab,34.855,69.6492,69.26,19,0,6.55,AF,1624044501
512,samandag,36.0842,35.9771,73.92,79,5,6.55,TR,1624044501
513,itarema,-2.9248,-39.9167,82.35,74,5,14.74,BR,1624044501
514,havelock,34.8791,-76.9013,88.05,52,40,5.01,US,1624044502
515,naifaru,5.4444,73.3657,82.78,78,99,14.94,MV,1624044502
516,basco,20.4487,121.9702,83.84,85,22,27.69,PH,1624044502
517,hami,42.8,93.45,83.17,10,100,6.85,CN,1624044503
518,sambava,-14.2667,50.1667,71.13,81,7,8.16,MG,1624044503
519,jamsa,61.8642,25.19,77.68,60,28,13.69,FI,1624044503
520,kabanjahe,3.1001,98.4908,63.36,88,99,2.13,ID,1624044504
521,chicama,-7.8447,-79.1469,66.74,64,21,9.93,PE,1624044504
522,orange cove,36.6244,-119.3137,107.92,28,1,3.44,US,1624044504
523,nantucket,41.2835,-70.0995,77.97,79,1,14.97,US,1624044442
524,wheeling,42.1392,-87.929,88.7,57,1,10.36,US,1624044505
525,termoli,41.9888,14.9895,72.25,63,6,1.1,IT,1624044505
526,algiers,36.7525,3.042,69.62,78,75,11.5,DZ,1624044505
527,nurota,40.5614,65.6886,73.49,17,0,2.08,UZ,1624044506
528,mosquera,4.7059,-74.2302,64.04,67,57,2.19,CO,1624044429
529,auki,-8.7676,160.7034,75.49,90,100,1.63,SB,1624044506
530,kambove,-10.8764,26.5969,57.97,47,35,4.05,CD,1624044507
531,lucea,18.451,-78.1736,87.66,73,93,12.93,JM,1624044507
532,palmer,42.1584,-72.3287,86.27,35,75,1.01,US,1624044129
533,dhuwaran,22.2333,72.8,88.38,60,93,13.8,IN,1624044507
534,tautira,-17.7333,-149.15,82.42,84,17,19.77,PF,1624044508
535,mangan,27.5167,88.5333,74.46,97,99,1.19,IN,1624044508
536,tommot,58.9564,126.2925,57.69,95,100,1.48,RU,1624044508
537,kuchera,26.9839,73.9719,87.96,47,100,14.05,IN,1624044509
538,borzya,50.3833,116.5167,48.99,94,88,7.81,RU,1624044509
539,mezen,65.8522,44.24,55.11,84,100,2.57,RU,1624044119
540,marshall,34.3834,-86.3333,92.1,47,1,1.99,US,1624044180
541,bahia blanca,-38.7196,-62.2724,44.87,68,100,2.71,AR,1624044348
542,komsomolskiy,40.4272,71.7189,80.02,39,0,4.07,UZ,1624044097
543,kalmunai,7.4167,81.8167,81.36,77,100,1.61,LK,1624044510
544,hofn,64.2539,-15.2082,44.35,75,100,4.74,IS,1624044129
545,bandarbeyla,9.4942,50.8122,77.0,85,63,34.05,SO,1624044511
546,timiryazevskiy,56.49,84.8769,68.95,85,9,6.78,RU,1624044511
547,chengde,40.9725,117.9361,59.65,41,0,2.84,CN,1624044511
548,pittsfield,42.4501,-73.2454,83.43,42,1,1.01,US,1624044263
549,axim,4.8699,-2.2405,79.21,75,86,9.48,GH,1624044512
550,veselynove,47.3567,31.2349,68.32,78,41,5.61,UA,1624044512
551,santa cruz de la palma,28.6835,-17.7642,69.94,68,75,13.8,ES,1624044513
552,manjo,4.8428,9.8217,70.9,98,74,0.54,CM,1624044513
553,sola,-13.8833,167.55,80.44,72,100,14.18,VU,1624044513
554,saint john,45.2727,-66.0677,79.18,53,20,19.57,CA,1624044513
555,neuquen,-38.9516,-68.0591,39.09,93,90,3.44,AR,1624044356
556,cornwall,45.0181,-74.7281,75.16,49,40,16.11,CA,1624044446
557,rochegda,62.8,43.25,62.55,67,98,5.86,RU,1624044514
558,hurricane,37.1753,-113.2899,107.51,10,17,7.9,US,1624044514
559,opuwo,-18.0607,13.84,64.78,29,0,8.41,NA,1624044515
560,mago,53.2514,140.1822,44.67,71,100,5.17,RU,1624044515
561,bonnyville,54.2668,-110.735,57.83,84,100,1.9,CA,1624044515
562,isangel,-19.55,169.2667,74.26,87,85,5.97,VU,1624044516
