Index,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,singaraja,-8.112,115.0882,78.15,80,47,2.95,ID,1624226660
369,tshikapa,-6.4167,20.8,73.63,42,70,3.83,CD,1624226661
370,netivot,31.4222,34.5886,71.62,73,0,2.89,IL,1624226661
371,richards bay,-28.783,32.0377,63.73,76,0,10.76,ZA,1624226661
372,latung,5.5,120.8833,82.78,71,100,3.24,PH,1624226662
373,ostrovnoy,68.0531,39.5131,46.56,98,100,8.23,RU,1624226662
374,acari,-15.4311,-74.6158,68.61,74,81,7.34,PE,1624226662
375,mizdah,31.4451,12.9801,85.41,21,0,9.01,LY,1624226663
376,mersing,2.4312,103.8405,76.17,89,100,5.95,MY,1624226663
377,erenhot,43.6475,111.9767,63.25,43,5,5.32,CN,1624226663
378,maine-soroa,13.2114,12.0241,87.33,44,64,13.78,NE,1624226664
379,altamira,-3.2033,-52.2064,77.38,79,97,1.19,BR,1624226664
380,guane,22.2025,-84.0875,88.56,58,73,8.59,CU,1624226664
381,dublin,37.7021,-121.9358,99.25,35,1,10.0,US,1624226507
382,acapulco,16.8634,-99.8901,87.62,70,40,5.75,MX,1624226665
383,portoferraio,42.8115,10.3146,76.12,84,61,12.46,IT,1624226665
384,pontarlier,46.8333,6.25,58.82,95,85,5.1,FR,1624226665
385,khonsa,27.0167,95.5667,67.66,97,69,2.62,IN,1624226666
386,matucana,-11.85,-76.4,40.19,66,100,4.52,PE,1624226666
387,ahipara,-35.1667,173.1667,58.5,85,68,21.52,NZ,1624226666
388,shizuishan,39.2333,106.7694,72.75,33,0,9.84,CN,1624226667
389,okha,53.5739,142.9478,49.14,72,30,10.25,RU,1624226667
390,los arabos,22.7281,-80.7214,91.96,50,92,11.59,CU,1624226667
391,grand gaube,-20.0064,57.6608,68.38,71,87,3.0,MU,1624226668
392,port hedland,-20.3167,118.5667,64.45,68,54,8.05,AU,1624226668
393,panzhihua,26.5851,101.7128,75.15,79,89,0.49,CN,1624226668
394,thinadhoo,0.5333,72.9333,83.19,68,81,12.97,MV,1624226669
395,cabedelo,-6.9811,-34.8339,75.87,80,13,9.26,BR,1624226669
396,maura,60.25,11.0167,60.24,95,90,4.61,NO,1624226669
397,sur,22.5667,59.5289,86.11,64,38,11.68,OM,1624226670
398,svetlogorsk,52.6333,29.7333,65.16,93,98,6.15,BY,1624226670
399,baijiantan,45.6333,85.1833,62.44,27,24,9.86,CN,1624226670
400,pacifica,37.6138,-122.4869,96.57,75,20,3.0,US,1624226520
401,roma,43.2128,-75.4557,84.94,62,11,1.99,US,1624226373
402,broken hill,-31.95,141.4333,43.74,76,0,7.11,AU,1624226671
403,chumikan,54.7183,135.315,44.76,83,27,4.56,RU,1624226672
404,yar-sale,66.8333,70.8333,37.83,68,66,15.1,RU,1624226672
405,katsuura,35.1333,140.3,72.19,80,86,9.8,JP,1624226672
406,zhigansk,66.7697,123.3711,73.4,45,47,5.01,RU,1624226646
407,puerto carreno,6.189,-67.4859,84.49,70,69,5.12,CO,1624226673
408,lichinga,-13.3128,35.2406,55.49,76,0,4.61,MZ,1624226673
409,calama,-22.4667,-68.9333,55.44,30,100,8.5,CL,1624226525
410,shingu,33.7333,135.9833,67.91,57,99,2.77,JP,1624226674
411,camacha,33.0833,-16.3333,67.53,72,40,13.8,PT,1624226674
412,emba,48.8264,58.1442,72.59,63,14,9.8,KZ,1624226674
413,salinopolis,-0.6136,-47.3561,78.87,84,90,10.89,BR,1624226675
414,brae,60.3964,-1.353,49.91,82,98,2.75,GB,1624226675
415,kristiansund,63.1115,7.732,57.25,88,100,3.44,NO,1624226675
416,hobyo,5.3505,48.5268,76.73,81,100,28.16,SO,1624226676
417,peniche,39.3558,-9.3811,65.62,86,100,14.32,PT,1624226676
418,palana,59.1167,159.9667,47.01,71,100,14.7,RU,1624226676
419,afonino,56.262,44.095,63.79,94,0,2.24,RU,1624226677
420,moyale,3.5167,39.0584,70.47,49,98,16.33,KE,1624226677
421,yulara,-25.2406,130.9889,40.84,75,92,4.61,AU,1624226677
422,palma di montechiaro,37.1926,13.765,82.62,42,46,7.25,IT,1624226678
423,takoradi,4.8845,-1.7554,76.42,88,100,11.12,GH,1624226678
424,manaus,-3.1019,-60.025,81.09,78,75,3.44,BR,1624226402
425,ginda,30.6945,78.4932,63.37,86,51,2.51,IN,1624226678
426,saint-pierre,-21.3393,55.4781,65.88,78,90,10.36,RE,1624226679
427,chapais,49.7834,-74.8492,69.58,76,78,3.11,CA,1624226679
428,millinocket,45.6573,-68.7098,82.35,51,20,8.05,US,1624226679
429,sibolga,1.7427,98.7792,74.3,87,87,3.38,ID,1624226680
430,fredericton,45.9454,-66.6656,77.38,58,71,1.99,CA,1624226448
431,kamaishi,39.2667,141.8833,63.52,77,11,2.24,JP,1624226680
432,wallaceburg,42.593,-82.3885,88.07,45,87,3.78,CA,1624226415
433,amahai,-3.3333,128.9167,76.17,86,86,4.03,ID,1624226681
434,miri,4.4148,114.0089,76.55,88,100,4.92,MY,1624226405
435,saint-georges,12.0564,-61.7485,82.08,78,20,17.27,GD,1624226681
436,tautira,-17.7333,-149.15,80.62,78,27,10.02,PF,1624226681
437,coihaique,-45.5752,-72.0662,41.61,75,75,5.75,CL,1624226682
438,chaman,30.9236,66.4512,76.19,17,4,5.97,PK,1624226682
439,minggang,32.4586,114.0486,71.29,76,71,2.01,CN,1624226682
440,mpika,-11.8343,31.4529,52.02,75,1,7.36,ZM,1624226683
441,sinnamary,5.3833,-52.95,78.82,81,60,6.33,GF,1624226683
442,jalu,29.0331,21.5482,78.93,44,0,11.21,LY,1624226684
443,tabuny,52.7773,78.7896,55.11,92,100,21.23,RU,1624226684
444,kishtwar,33.3167,75.7667,60.08,71,49,3.8,IN,1624226684
445,puerto del rosario,28.5004,-13.8627,71.35,68,40,12.66,ES,1624226635
446,nelson bay,-32.7167,152.15,57.0,96,67,12.66,AU,1624226685
447,impfondo,1.6381,18.0667,71.33,94,68,2.55,CG,1624226685
448,rovaniemi,66.5,25.7167,53.01,93,90,5.75,FI,1624226686
449,payo,-3.7508,103.6372,70.25,78,88,1.9,ID,1624226686
450,makakilo city,21.3469,-158.0858,83.61,55,75,10.36,US,1624226686
451,zhezkazgan,47.8043,67.7144,68.74,54,61,10.02,KZ,1624226687
452,port macquarie,-31.4333,152.9167,55.29,100,90,6.91,AU,1624226687
453,male,4.1748,73.5089,82.26,73,52,13.35,MV,1624226557
454,sao jose da coroa grande,-8.8978,-35.1478,77.07,84,8,4.59,BR,1624226687
455,kargasok,59.0556,80.8572,49.19,84,100,4.65,RU,1624226688
456,arvika,59.6553,12.5852,65.01,98,79,4.79,SE,1624226688
457,san jose,37.3394,-121.895,99.7,42,1,1.01,US,1624226112
458,galesong,-5.3166,119.3661,73.42,82,84,3.98,ID,1624226688
459,surgut,61.25,73.4167,51.98,87,0,11.18,RU,1624226689
460,klobuck,50.9008,18.9367,74.66,84,3,8.59,PL,1624226392
461,miles city,46.4083,-105.8406,77.5,23,75,17.27,US,1624226689
462,staryy nadym,65.6118,72.6842,42.96,55,97,15.59,RU,1624226689
463,duncan,34.5023,-97.9578,98.49,39,1,18.41,US,1624226690
464,kavaratti,10.5669,72.642,82.47,75,87,19.93,IN,1624226690
465,kawalu,-7.3817,108.2082,70.21,95,88,1.3,ID,1624226690
466,boende,-0.2167,20.8667,74.55,74,49,1.52,CD,1624226691
467,mildura,-34.2,142.15,43.47,76,0,6.13,AU,1624226691
468,savannakhet,16.566,104.751,78.21,80,50,8.08,LA,1624226691
469,spruce grove,53.5334,-113.9187,68.95,37,1,6.69,CA,1624226415
470,carlisle,40.2015,-77.1889,90.9,64,70,5.59,US,1624226692
471,xuddur,4.1213,43.8894,70.0,76,63,20.31,SO,1624226692
472,loa janan,-0.583,117.095,72.27,100,100,2.68,ID,1624226693
473,tevaitoa,-16.7833,-151.5,79.77,73,1,5.23,PF,1624226693
474,semme,46.1963,1.5007,61.21,96,72,4.59,FR,1624226693
475,grootfontein,-19.5667,18.1167,52.38,52,0,5.55,NA,1624226694
476,hohhot,40.8106,111.6522,70.09,37,100,7.18,CN,1624226694
477,san carlos,9.6612,-68.5827,82.72,73,84,1.74,VE,1624226694
478,port augusta,-32.5,137.7667,45.72,77,0,3.33,AU,1624226694
479,san rafael del sur,11.8485,-86.4384,82.98,74,98,8.68,NI,1624226695
480,balykshi,47.0667,51.8667,69.8,28,0,6.71,KZ,1624226695
481,avera,33.194,-82.5271,78.67,89,99,12.71,US,1624226696
482,camabatela,-8.1881,15.375,60.06,50,10,1.48,AO,1624226696
483,pastavy,55.1168,26.8326,68.2,90,66,8.05,BY,1624226696
484,gat,31.61,34.7642,72.81,76,0,2.15,IL,1624226524
485,waingapu,-9.6567,120.2641,75.88,87,26,6.96,ID,1624226697
486,mosjoen,65.836,13.1908,56.57,65,100,5.82,NO,1624226697
487,scarborough,54.2797,-0.4044,51.84,85,19,2.91,GB,1624226470
488,yate,51.5407,-2.4184,58.05,92,100,1.99,GB,1624226698
489,guaratuba,-25.8828,-48.5747,65.8,87,1,5.41,BR,1624226509
490,uyutne,45.1994,33.3014,67.28,90,29,3.76,UA,1624226698
491,whitecourt,54.1502,-115.6855,71.92,25,2,6.22,CA,1624226512
492,watsa,3.0372,29.5355,62.49,95,21,2.08,CD,1624226699
493,buin,-33.7333,-70.75,55.74,63,99,1.63,CL,1624226699
494,meulaboh,4.1363,96.1285,73.74,87,92,5.32,ID,1624226699
495,deder,9.3167,41.45,56.14,79,42,6.62,ET,1624226700
496,konskie,51.1917,20.4061,69.1,85,0,5.3,PL,1624226700
497,xai-xai,-25.0519,33.6442,63.27,75,1,4.5,MZ,1624226701
498,san cristobal,7.7669,-72.225,75.38,98,100,4.09,VE,1624226701
499,tommot,58.9564,126.2925,69.48,76,20,1.25,RU,1624226702
500,canora,51.6333,-102.4343,55.33,43,93,16.87,CA,1624226702
501,vawkavysk,53.1561,24.4513,67.12,85,57,8.21,BY,1624226703
502,olinda,-8.0089,-34.8553,74.93,83,20,1.14,BR,1624226703
503,dalbandin,28.8947,64.4101,82.2,12,0,6.4,PK,1624226703
504,sao joao da barra,-21.6403,-41.0511,75.13,73,8,10.54,BR,1624226585
505,aklavik,68.2191,-135.0107,77.0,26,19,6.51,CA,1624226704
506,fort nelson,58.8053,-122.7002,82.67,22,41,3.53,CA,1624226416
507,mayo,38.8876,-76.5119,91.24,65,1,11.5,US,1624226704
508,hornepayne,49.2138,-84.7705,62.13,59,100,8.46,CA,1624226705
509,trat,12.5,102.5,77.79,93,81,3.67,TH,1624226705
510,vanimo,-2.6741,141.3028,77.41,89,95,5.44,PG,1624226705
511,zhirnovsk,50.9845,44.7735,65.91,62,4,7.02,RU,1624226706
512,emilio carranza,19.9711,-96.6114,86.13,74,88,14.43,MX,1624226706
513,guia de isora,28.2115,-16.7795,66.24,74,14,4.0,ES,1624226706
514,rapid valley,44.0625,-103.1463,69.19,56,90,1.01,US,1624226706
515,thunder bay,48.4001,-89.3168,64.99,98,100,7.23,CA,1624226690
516,qui nhon,13.7667,109.2333,82.54,71,100,5.48,VN,1624226433
517,berlevag,70.8578,29.0864,45.61,85,48,5.86,NO,1624226707
518,san luis,-33.295,-66.3356,45.1,71,9,7.11,AR,1624226497
519,bentiu,9.2333,29.8333,75.74,71,92,4.52,SS,1624226707
520,ankang,32.68,109.0172,64.72,73,92,0.54,CN,1624226708
521,calabozo,8.9242,-67.4293,87.39,52,100,2.39,VE,1624226708
522,freeport,40.6576,-73.5832,90.18,73,1,8.01,US,1624226642
523,fare,-16.7,-151.0167,79.86,72,0,4.85,PF,1624226709
524,charters towers,-20.1,146.2667,57.06,56,0,3.13,AU,1624226414
525,ngunguru,-35.6167,174.5,60.17,79,55,11.72,NZ,1624226709
526,cayenne,4.9333,-52.3333,80.1,85,90,3.44,GF,1624226709
527,southbridge,42.0751,-72.0334,86.36,58,1,4.0,US,1624226710
528,sioux lookout,50.1001,-91.917,60.21,56,100,14.41,CA,1624226710
529,visby,57.6409,18.296,73.76,60,57,12.66,SE,1624226710
530,bam,29.106,58.357,79.56,13,0,7.18,IR,1624226711
531,shanting,35.0753,117.4578,74.43,54,36,1.72,CN,1624226711
532,las palmas,28.4204,-14.0131,68.79,68,40,12.66,ES,1624226711
533,lazaro cardenas,17.9583,-102.2,84.04,69,100,6.17,MX,1624226419
534,stromness,58.965,-3.296,49.96,76,2,18.77,GB,1624226712
535,kota kinabalu,5.9749,116.0724,76.98,88,20,5.75,MY,1624226712
536,kut chap,17.4257,102.5669,77.45,79,44,5.37,TH,1624226712
537,kangaatsiaq,68.3065,-53.4641,35.65,89,89,13.04,GL,1624226713
538,matara,5.9485,80.5353,79.21,85,40,12.24,LK,1624226713
539,alice springs,-23.7,133.8833,33.35,86,0,3.44,AU,1624226568
540,dharchula,29.85,80.5333,69.64,88,65,1.19,IN,1624226713
541,araouane,18.9048,-3.5265,93.11,24,14,9.33,ML,1624226714
542,leninskoye,41.7589,69.3864,64.33,33,0,2.77,KZ,1624226714
543,zhangye,38.9342,100.4517,66.15,37,9,7.31,CN,1624226714
544,wewak,-3.5534,143.6268,77.92,89,100,8.61,PG,1624226715
545,moron,-34.6534,-58.6198,51.98,76,4,4.63,AR,1624226715
546,wainwright,52.839,-110.8572,61.68,45,6,11.72,CA,1624226470
547,kaeo,-35.1,173.7833,60.33,89,79,12.77,NZ,1624226715
548,wukari,7.85,9.7833,77.7,83,78,6.49,NG,1624226716
549,las vegas,36.175,-115.1372,114.28,6,0,5.99,US,1624226239
550,volsk,52.0333,47.3833,68.27,74,0,2.24,RU,1624226716
551,sal rei,16.1833,-22.9167,72.16,81,25,18.23,CV,1624226717
552,guanare,9.0418,-69.7421,80.17,82,93,4.29,VE,1624226717
553,florianopolis,-27.6146,-48.5012,61.43,87,20,1.01,BR,1624226654
554,barcelos,41.5388,-8.6151,60.94,95,100,11.97,PT,1624226572
555,nola,40.922,14.5329,77.16,71,48,3.04,IT,1624226717
556,bathsheba,13.2167,-59.5167,83.01,65,75,17.27,BB,1624226718
557,los arcos,8.6328,125.9856,73.67,99,100,1.77,PH,1624226718
558,haines junction,60.7522,-137.5108,57.56,63,100,6.33,CA,1624226718
559,iralaya,15.0,-83.2333,86.09,75,12,11.81,HN,1624226719
560,etla,17.0608,-96.7944,81.19,32,75,10.36,MX,1624226719
561,katherine,-14.4667,132.2667,50.32,71,25,4.61,AU,1624226720
562,mount isa,-20.7333,139.5,51.57,50,0,5.75,AU,1624226720
563,grindavik,63.8424,-22.4338,46.87,81,40,11.5,IS,1624226720
564,balakhninskiy,58.0106,114.2769,61.57,72,2,2.55,RU,1624226720
565,sovetskiy,61.3614,63.5842,43.11,66,22,10.22,RU,1624226721
